dataset_index,image_id,distortion_type,severity_level,parameter_value,snr_db,class_name,true_positives,false_positives,false_negatives,num_predictions,num_ground_truth_objects
492,2008_003585,low_light,medium,0.35,3.6989255035126116,tvmonitor,1,0,0,1,1
492,2008_003585,low_light,severe,0.15,1.3807181228232053,tvmonitor,1,0,0,1,1
520,2008_004547,gaussian_noise,mild,10.0,23.632927405023857,train,1,0,0,1,1
520,2008_004547,gaussian_noise,medium,25.0,16.03954965975292,train,1,0,0,1,1
520,2008_004547,gaussian_noise,severe,50.0,10.614493856998703,train,0,0,1,0,1
520,2008_004547,jpeg_compression,mild,50.0,25.335955690823376,train,1,0,0,1,1
520,2008_004547,jpeg_compression,medium,20.0,22.316713654148334,train,1,1,0,2,1
520,2008_004547,jpeg_compression,severe,5.0,18.857211891399665,train,0,0,1,0,1
520,2008_004547,low_light,mild,0.6,7.897263168879174,train,1,0,0,1,1
520,2008_004547,low_light,medium,0.35,3.7024729279971167,train,1,0,0,1,1
520,2008_004547,low_light,severe,0.15,1.378508210628847,train,1,0,0,1,1
544,2008_005300,gaussian_noise,mild,10.0,21.15184231157793,cat,1,0,0,1,1
544,2008_005300,gaussian_noise,medium,25.0,13.472519638502591,cat,1,0,0,1,1
544,2008_005300,gaussian_noise,medium,25.0,13.472519638502591,dog,0,1,0,1,0
544,2008_005300,gaussian_noise,severe,50.0,8.042434216060318,cat,0,0,1,0,1
544,2008_005300,jpeg_compression,mild,50.0,23.48979635925061,cat,1,0,0,1,1
544,2008_005300,jpeg_compression,medium,20.0,22.033108454586056,cat,1,0,0,1,1
544,2008_005300,jpeg_compression,severe,5.0,17.81481880260959,cat,0,0,1,0,1
544,2008_005300,low_light,mild,0.6,7.8942434862356645,cat,1,0,0,1,1
544,2008_005300,low_light,medium,0.35,3.6944664858420757,cat,1,0,0,1,1
544,2008_005300,low_light,severe,0.15,1.3755474815100888,cat,1,0,0,1,1
544,2008_005300,low_light,severe,0.15,1.3755474815100888,dog,0,1,0,1,0
545,2008_005321,gaussian_noise,mild,10.0,20.559192011590227,boat,1,1,0,2,1
545,2008_005321,gaussian_noise,medium,25.0,12.984795533621494,boat,1,0,0,1,1
545,2008_005321,gaussian_noise,severe,50.0,7.588084242309074,boat,0,0,1,0,1
545,2008_005321,jpeg_compression,mild,50.0,21.83851961166237,boat,1,0,0,1,1
545,2008_005321,jpeg_compression,medium,20.0,19.331481588784655,boat,1,0,0,1,1
545,2008_005321,jpeg_compression,severe,5.0,15.45709473075918,boat,0,0,1,0,1
545,2008_005321,low_light,mild,0.6,7.894152553907156,boat,1,1,0,2,1
545,2008_005321,low_light,medium,0.35,3.694496586906126,boat,1,1,0,2,1
545,2008_005321,low_light,severe,0.15,1.3749991142221343,boat,1,0,0,1,1
552,2008_005600,gaussian_noise,mild,10.0,20.90767709990713,cat,1,1,0,2,1
552,2008_005600,gaussian_noise,mild,10.0,20.90767709990713,person,1,0,0,1,1
552,2008_005600,gaussian_noise,medium,25.0,13.433599626300712,cat,1,1,0,2,1
552,2008_005600,gaussian_noise,medium,25.0,13.433599626300712,person,0,0,1,0,1
552,2008_005600,gaussian_noise,severe,50.0,8.041430308205333,cat,0,0,1,0,1
552,2008_005600,gaussian_noise,severe,50.0,8.041430308205333,dog,0,1,0,1,0
552,2008_005600,gaussian_noise,severe,50.0,8.041430308205333,person,0,2,1,2,1
552,2008_005600,jpeg_compression,mild,50.0,24.909406715903444,cat,1,1,0,2,1
552,2008_005600,jpeg_compression,mild,50.0,24.909406715903444,person,1,0,0,1,1
552,2008_005600,jpeg_compression,medium,20.0,21.44828642826201,cat,1,0,0,1,1
552,2008_005600,jpeg_compression,medium,20.0,21.44828642826201,person,1,2,0,3,1
552,2008_005600,jpeg_compression,severe,5.0,16.243258208771913,cat,0,0,1,0,1
552,2008_005600,jpeg_compression,severe,5.0,16.243258208771913,person,0,0,1,0,1
552,2008_005600,low_light,mild,0.6,7.898397581450112,cat,1,1,0,2,1
552,2008_005600,low_light,mild,0.6,7.898397581450112,person,1,0,0,1,1
552,2008_005600,low_light,medium,0.35,3.6972375078132163,cat,1,0,0,1,1
552,2008_005600,low_light,medium,0.35,3.6972375078132163,person,1,0,0,1,1
552,2008_005600,low_light,severe,0.15,1.3770663771540268,cat,1,0,0,1,1
552,2008_005600,low_light,severe,0.15,1.3770663771540268,person,1,0,0,1,1
556,2008_005679,gaussian_noise,mild,10.0,24.643292830892637,dog,1,0,0,1,1
556,2008_005679,gaussian_noise,medium,25.0,16.969946028736924,dog,0,0,1,0,1
556,2008_005679,gaussian_noise,medium,25.0,16.969946028736924,person,0,1,0,1,0
556,2008_005679,gaussian_noise,severe,50.0,11.472901886547781,dog,0,0,1,0,1
556,2008_005679,jpeg_compression,mild,50.0,29.53156413376714,dog,1,0,0,1,1
556,2008_005679,jpeg_compression,medium,20.0,26.770259792627513,dog,0,0,1,0,1
556,2008_005679,jpeg_compression,severe,5.0,21.070858962185003,dog,0,0,1,0,1
556,2008_005679,low_light,mild,0.6,7.91594700793988,dog,1,0,0,1,1
556,2008_005679,low_light,medium,0.35,3.708517201393416,dog,1,0,0,1,1
556,2008_005679,low_light,severe,0.15,1.3868256889428754,dog,1,0,0,1,1
565,2008_005843,gaussian_noise,mild,10.0,22.387452621244364,bird,1,1,0,2,1
565,2008_005843,gaussian_noise,medium,25.0,14.474558138210531,bird,0,0,1,0,1
565,2008_005843,gaussian_noise,severe,50.0,8.788749079680201,bird,0,0,1,0,1
565,2008_005843,jpeg_compression,mild,50.0,29.446839342206488,bird,1,1,0,2,1
565,2008_005843,jpeg_compression,medium,20.0,26.31545802890825,bird,1,0,0,1,1
565,2008_005843,jpeg_compression,severe,5.0,18.018101991470445,bird,0,0,1,0,1
565,2008_005843,low_light,mild,0.6,7.900692339023177,bird,1,0,0,1,1
565,2008_005843,low_light,mild,0.6,7.900692339023177,person,0,1,0,1,0
565,2008_005843,low_light,medium,0.35,3.6980879187213223,bird,1,0,0,1,1
565,2008_005843,low_light,medium,0.35,3.6980879187213223,person,0,1,0,1,0
565,2008_005843,low_light,severe,0.15,1.3783880872099492,bird,1,1,0,2,1
565,2008_005843,low_light,severe,0.15,1.3783880872099492,person,0,1,0,1,0
588,2008_006482,gaussian_noise,mild,10.0,20.982119289345192,chair,0,1,0,1,0
588,2008_006482,gaussian_noise,mild,10.0,20.982119289345192,diningtable,1,0,0,1,1
588,2008_006482,gaussian_noise,medium,25.0,13.402563490635961,chair,0,1,0,1,0
588,2008_006482,gaussian_noise,medium,25.0,13.402563490635961,diningtable,1,0,0,1,1
588,2008_006482,gaussian_noise,severe,50.0,8.122218552600497,diningtable,1,0,0,1,1
588,2008_006482,jpeg_compression,mild,50.0,25.134532579442038,chair,0,1,0,1,0
588,2008_006482,jpeg_compression,mild,50.0,25.134532579442038,diningtable,1,0,0,1,1
588,2008_006482,jpeg_compression,medium,20.0,21.93184195540728,chair,0,1,0,1,0
588,2008_006482,jpeg_compression,medium,20.0,21.93184195540728,diningtable,1,0,0,1,1
588,2008_006482,jpeg_compression,severe,5.0,16.74634457038358,diningtable,0,0,1,0,1
588,2008_006482,low_light,mild,0.6,7.897502430326687,chair,0,2,0,2,0
588,2008_006482,low_light,mild,0.6,7.897502430326687,diningtable,1,0,0,1,1
588,2008_006482,low_light,medium,0.35,3.6962018975521977,chair,0,2,0,2,0
588,2008_006482,low_light,medium,0.35,3.6962018975521977,diningtable,1,0,0,1,1
588,2008_006482,low_light,severe,0.15,1.3770322175009415,chair,0,1,0,1,0
588,2008_006482,low_light,severe,0.15,1.3770322175009415,diningtable,1,0,0,1,1
613,2008_007428,gaussian_noise,mild,10.0,22.81201536212467,motorbike,0,0,1,0,1
613,2008_007428,gaussian_noise,mild,10.0,22.81201536212467,pottedplant,0,0,1,0,1
613,2008_007428,gaussian_noise,medium,25.0,14.989495577259191,motorbike,0,0,1,0,1
613,2008_007428,gaussian_noise,medium,25.0,14.989495577259191,pottedplant,0,0,1,0,1
613,2008_007428,gaussian_noise,severe,50.0,9.395184705357082,motorbike,0,0,1,0,1
613,2008_007428,gaussian_noise,severe,50.0,9.395184705357082,pottedplant,0,0,1,0,1
613,2008_007428,jpeg_compression,mild,50.0,29.25319974228607,motorbike,0,0,1,0,1
613,2008_007428,jpeg_compression,mild,50.0,29.25319974228607,pottedplant,0,0,1,0,1
613,2008_007428,jpeg_compression,medium,20.0,26.336404311150922,motorbike,0,0,1,0,1
613,2008_007428,jpeg_compression,medium,20.0,26.336404311150922,pottedplant,0,0,1,0,1
613,2008_007428,jpeg_compression,severe,5.0,21.47004979999201,motorbike,0,0,1,0,1
613,2008_007428,jpeg_compression,severe,5.0,21.47004979999201,pottedplant,0,0,1,0,1
613,2008_007428,low_light,mild,0.6,7.912626459490203,motorbike,1,0,0,1,1
613,2008_007428,low_light,mild,0.6,7.912626459490203,pottedplant,1,0,0,1,1
613,2008_007428,low_light,medium,0.35,3.7035384849334454,motorbike,1,0,0,1,1
613,2008_007428,low_light,medium,0.35,3.7035384849334454,pottedplant,0,0,1,0,1
613,2008_007428,low_light,severe,0.15,1.3830553959194856,motorbike,0,0,1,0,1
613,2008_007428,low_light,severe,0.15,1.3830553959194856,pottedplant,0,0,1,0,1
637,2009_000006,gaussian_noise,mild,10.0,22.929544278642638,bus,1,0,0,1,1
637,2009_000006,gaussian_noise,medium,25.0,15.396891911943467,bus,1,0,0,1,1
637,2009_000006,gaussian_noise,severe,50.0,9.891228991873852,bus,0,0,1,0,1
637,2009_000006,jpeg_compression,mild,50.0,21.248434645873754,bus,1,0,0,1,1
637,2009_000006,jpeg_compression,medium,20.0,19.560622453732957,bus,1,0,0,1,1
637,2009_000006,jpeg_compression,severe,5.0,16.227482336089952,bus,0,0,1,0,1
637,2009_000006,low_light,mild,0.6,7.908917784015193,bus,1,0,0,1,1
637,2009_000006,low_light,medium,0.35,3.70403402864854,bus,1,0,0,1,1
637,2009_000006,low_light,severe,0.15,1.3832224134624338,bus,1,0,0,1,1
664,2009_000553,gaussian_noise,mild,10.0,22.843440471399454,cat,1,0,0,1,1
664,2009_000553,gaussian_noise,medium,25.0,14.955563729235218,cat,1,0,0,1,1
664,2009_000553,gaussian_noise,severe,50.0,9.278061936764196,cat,0,0,1,0,1
664,2009_000553,jpeg_compression,mild,50.0,26.93404830451842,cat,1,0,0,1,1
664,2009_000553,jpeg_compression,medium,20.0,24.611995827812937,cat,0,0,1,0,1
664,2009_000553,jpeg_compression,medium,20.0,24.611995827812937,pottedplant,0,1,0,1,0
664,2009_000553,jpeg_compression,severe,5.0,19.510915599216645,cat,0,0,1,0,1
664,2009_000553,low_light,mild,0.6,7.900031933726549,cat,1,0,0,1,1
664,2009_000553,low_light,medium,0.35,3.6987380964453527,cat,1,0,0,1,1
664,2009_000553,low_light,severe,0.15,1.3787529416802724,cat,1,0,0,1,1
691,2009_001085,gaussian_noise,mild,10.0,20.334521434978235,chair,1,0,0,1,1
691,2009_001085,gaussian_noise,mild,10.0,20.334521434978235,pottedplant,0,0,1,0,1
691,2009_001085,gaussian_noise,medium,25.0,12.485605051481922,chair,1,0,0,1,1
691,2009_001085,gaussian_noise,medium,25.0,12.485605051481922,pottedplant,0,0,1,0,1
691,2009_001085,gaussian_noise,severe,50.0,6.909561900458226,chair,0,0,1,0,1
691,2009_001085,gaussian_noise,severe,50.0,6.909561900458226,pottedplant,0,0,1,0,1
691,2009_001085,jpeg_compression,mild,50.0,22.983461578166526,chair,1,0,0,1,1
691,2009_001085,jpeg_compression,mild,50.0,22.983461578166526,pottedplant,0,0,1,0,1
691,2009_001085,jpeg_compression,medium,20.0,20.746468366020075,chair,0,0,1,0,1
691,2009_001085,jpeg_compression,medium,20.0,20.746468366020075,pottedplant,0,0,1,0,1
691,2009_001085,jpeg_compression,severe,5.0,16.263620048575337,chair,0,0,1,0,1
691,2009_001085,jpeg_compression,severe,5.0,16.263620048575337,person,0,1,0,1,0
691,2009_001085,jpeg_compression,severe,5.0,16.263620048575337,pottedplant,0,0,1,0,1
691,2009_001085,low_light,mild,0.6,7.882853259996719,chair,1,0,0,1,1
691,2009_001085,low_light,mild,0.6,7.882853259996719,pottedplant,0,0,1,0,1
691,2009_001085,low_light,medium,0.35,3.6864731840722644,chair,1,0,0,1,1
691,2009_001085,low_light,medium,0.35,3.6864731840722644,pottedplant,0,0,1,0,1
691,2009_001085,low_light,severe,0.15,1.3691370215601117,chair,1,0,0,1,1
691,2009_001085,low_light,severe,0.15,1.3691370215601117,pottedplant,0,1,1,1,1
699,2009_001140,gaussian_noise,mild,10.0,19.53763890406751,motorbike,1,0,0,1,1
699,2009_001140,gaussian_noise,mild,10.0,19.53763890406751,person,1,0,0,1,1
699,2009_001140,gaussian_noise,medium,25.0,11.8375403003477,motorbike,1,0,0,1,1
699,2009_001140,gaussian_noise,medium,25.0,11.8375403003477,person,1,1,0,2,1
699,2009_001140,gaussian_noise,severe,50.0,6.3575814884623405,motorbike,1,1,0,2,1
699,2009_001140,gaussian_noise,severe,50.0,6.3575814884623405,person,1,1,0,2,1
699,2009_001140,jpeg_compression,mild,50.0,18.234740568333148,motorbike,1,0,0,1,1
699,2009_001140,jpeg_compression,mild,50.0,18.234740568333148,person,1,0,0,1,1
699,2009_001140,jpeg_compression,medium,20.0,15.650065978202136,motorbike,1,0,0,1,1
699,2009_001140,jpeg_compression,medium,20.0,15.650065978202136,person,1,0,0,1,1
699,2009_001140,jpeg_compression,severe,5.0,12.07788973537081,motorbike,0,0,1,0,1
699,2009_001140,jpeg_compression,severe,5.0,12.07788973537081,person,0,0,1,0,1
699,2009_001140,low_light,mild,0.6,7.884798329869231,motorbike,1,0,0,1,1
699,2009_001140,low_light,mild,0.6,7.884798329869231,person,1,0,0,1,1
699,2009_001140,low_light,medium,0.35,3.687249884825082,motorbike,1,0,0,1,1
699,2009_001140,low_light,medium,0.35,3.687249884825082,person,1,0,0,1,1
699,2009_001140,low_light,severe,0.15,1.3699820348953764,motorbike,1,0,0,1,1
699,2009_001140,low_light,severe,0.15,1.3699820348953764,person,1,0,0,1,1
704,2009_001197,gaussian_noise,mild,10.0,23.567864194167324,bus,1,1,1,2,2
704,2009_001197,gaussian_noise,mild,10.0,23.567864194167324,car,2,2,0,4,2
704,2009_001197,gaussian_noise,medium,25.0,15.948829117493514,bus,1,0,1,1,2
704,2009_001197,gaussian_noise,medium,25.0,15.948829117493514,car,1,1,1,2,2
704,2009_001197,gaussian_noise,severe,50.0,10.505230659454961,bus,0,0,2,0,2
704,2009_001197,gaussian_noise,severe,50.0,10.505230659454961,car,1,0,1,1,2
704,2009_001197,jpeg_compression,mild,50.0,23.5671234021543,bus,1,1,1,2,2
704,2009_001197,jpeg_compression,mild,50.0,23.5671234021543,car,2,0,0,2,2
704,2009_001197,jpeg_compression,medium,20.0,21.748376995204197,bus,1,1,1,2,2
704,2009_001197,jpeg_compression,medium,20.0,21.748376995204197,car,1,1,1,2,2
704,2009_001197,jpeg_compression,severe,5.0,17.97962131332188,bus,1,0,1,1,2
704,2009_001197,jpeg_compression,severe,5.0,17.97962131332188,car,0,0,2,0,2
704,2009_001197,jpeg_compression,severe,5.0,17.97962131332188,train,0,1,0,1,0
704,2009_001197,low_light,mild,0.6,7.908370535200188,bus,1,1,1,2,2
704,2009_001197,low_light,mild,0.6,7.908370535200188,car,2,1,0,3,2
704,2009_001197,low_light,medium,0.35,3.7045529293096378,bus,1,1,1,2,2
704,2009_001197,low_light,medium,0.35,3.7045529293096378,car,2,1,0,3,2
704,2009_001197,low_light,severe,0.15,1.3833935133657094,bus,1,1,1,2,2
704,2009_001197,low_light,severe,0.15,1.3833935133657094,car,1,1,1,2,2
705,2009_001203,gaussian_noise,mild,10.0,19.731101764519252,sheep,1,0,0,1,1
705,2009_001203,gaussian_noise,medium,25.0,11.91207563300387,sheep,1,0,0,1,1
705,2009_001203,gaussian_noise,severe,50.0,6.462985601375324,sheep,0,0,1,0,1
705,2009_001203,jpeg_compression,mild,50.0,19.243114793202324,sheep,1,1,0,2,1
705,2009_001203,jpeg_compression,medium,20.0,16.912423783242218,sheep,1,0,0,1,1
705,2009_001203,jpeg_compression,severe,5.0,13.5797254720182,sheep,0,0,1,0,1
705,2009_001203,low_light,mild,0.6,7.878908916695862,sheep,1,1,0,2,1
705,2009_001203,low_light,medium,0.35,3.68338207532876,sheep,1,0,0,1,1
705,2009_001203,low_light,severe,0.15,1.3670183196258567,dog,0,1,0,1,0
705,2009_001203,low_light,severe,0.15,1.3670183196258567,sheep,1,0,0,1,1
711,2009_001270,gaussian_noise,mild,10.0,23.84026405981007,cat,1,0,0,1,1
711,2009_001270,gaussian_noise,medium,25.0,16.244467046832384,cat,1,0,0,1,1
711,2009_001270,gaussian_noise,severe,50.0,10.79290155532209,cat,0,0,1,0,1
711,2009_001270,jpeg_compression,mild,50.0,32.173165276285744,cat,1,1,0,2,1
711,2009_001270,jpeg_compression,medium,20.0,29.528508805335576,cat,0,0,1,0,1
711,2009_001270,jpeg_compression,severe,5.0,24.434622702328692,cat,0,0,1,0,1
711,2009_001270,low_light,mild,0.6,7.909286623851343,cat,1,0,0,1,1
711,2009_001270,low_light,medium,0.35,3.7052290956977876,cat,1,0,0,1,1
711,2009_001270,low_light,severe,0.15,1.383865670792418,cat,1,0,0,1,1
715,2009_001339,gaussian_noise,mild,10.0,22.745241023178412,bottle,1,0,1,1,2
715,2009_001339,gaussian_noise,mild,10.0,22.745241023178412,diningtable,1,1,0,2,1
715,2009_001339,gaussian_noise,mild,10.0,22.745241023178412,person,2,0,0,2,2
715,2009_001339,gaussian_noise,medium,25.0,15.056154444327785,bottle,0,0,2,0,2
715,2009_001339,gaussian_noise,medium,25.0,15.056154444327785,diningtable,0,1,1,1,1
715,2009_001339,gaussian_noise,medium,25.0,15.056154444327785,person,2,0,0,2,2
715,2009_001339,gaussian_noise,severe,50.0,9.560412222098131,bottle,0,0,2,0,2
715,2009_001339,gaussian_noise,severe,50.0,9.560412222098131,car,0,1,0,1,0
715,2009_001339,gaussian_noise,severe,50.0,9.560412222098131,diningtable,0,0,1,0,1
715,2009_001339,gaussian_noise,severe,50.0,9.560412222098131,person,2,0,0,2,2
715,2009_001339,jpeg_compression,mild,50.0,24.792065686323635,bottle,2,0,0,2,2
715,2009_001339,jpeg_compression,mild,50.0,24.792065686323635,diningtable,1,0,0,1,1
715,2009_001339,jpeg_compression,mild,50.0,24.792065686323635,person,2,2,0,4,2
715,2009_001339,jpeg_compression,medium,20.0,22.132483284172743,bottle,2,0,0,2,2
715,2009_001339,jpeg_compression,medium,20.0,22.132483284172743,diningtable,1,0,0,1,1
715,2009_001339,jpeg_compression,medium,20.0,22.132483284172743,person,2,0,0,2,2
715,2009_001339,jpeg_compression,severe,5.0,17.305896014823414,bottle,0,0,2,0,2
715,2009_001339,jpeg_compression,severe,5.0,17.305896014823414,diningtable,0,0,1,0,1
715,2009_001339,jpeg_compression,severe,5.0,17.305896014823414,person,0,0,2,0,2
715,2009_001339,low_light,mild,0.6,7.90452135092262,bottle,2,0,0,2,2
715,2009_001339,low_light,mild,0.6,7.90452135092262,diningtable,1,0,0,1,1
715,2009_001339,low_light,mild,0.6,7.90452135092262,person,2,0,0,2,2
715,2009_001339,low_light,medium,0.35,3.7014519390474234,bottle,2,0,0,2,2
715,2009_001339,low_light,medium,0.35,3.7014519390474234,diningtable,1,0,0,1,1
715,2009_001339,low_light,medium,0.35,3.7014519390474234,person,2,0,0,2,2
715,2009_001339,low_light,severe,0.15,1.3810082613153747,bottle,1,0,1,1,2
715,2009_001339,low_light,severe,0.15,1.3810082613153747,diningtable,1,0,0,1,1
715,2009_001339,low_light,severe,0.15,1.3810082613153747,person,2,1,0,3,2
724,2009_001481,gaussian_noise,mild,10.0,23.427615174147505,bicycle,1,0,0,1,1
724,2009_001481,gaussian_noise,mild,10.0,23.427615174147505,car,0,0,1,0,1
724,2009_001481,gaussian_noise,medium,25.0,15.631963381180585,bicycle,1,0,0,1,1
724,2009_001481,gaussian_noise,medium,25.0,15.631963381180585,car,0,0,1,0,1
724,2009_001481,gaussian_noise,severe,50.0,10.082566854117886,bicycle,1,0,0,1,1
724,2009_001481,gaussian_noise,severe,50.0,10.082566854117886,car,0,0,1,0,1
724,2009_001481,jpeg_compression,mild,50.0,25.084270343632266,bicycle,1,0,0,1,1
724,2009_001481,jpeg_compression,mild,50.0,25.084270343632266,car,1,0,0,1,1
724,2009_001481,jpeg_compression,medium,20.0,21.738601201292575,bicycle,1,0,0,1,1
724,2009_001481,jpeg_compression,medium,20.0,21.738601201292575,car,1,0,0,1,1
724,2009_001481,jpeg_compression,severe,5.0,17.84212548055962,bicycle,1,0,0,1,1
724,2009_001481,jpeg_compression,severe,5.0,17.84212548055962,car,0,1,1,1,1
724,2009_001481,low_light,mild,0.6,7.905053562006861,bicycle,1,0,0,1,1
724,2009_001481,low_light,mild,0.6,7.905053562006861,car,1,0,0,1,1
724,2009_001481,low_light,medium,0.35,3.701505554866732,bicycle,1,0,0,1,1
724,2009_001481,low_light,medium,0.35,3.701505554866732,car,1,0,0,1,1
724,2009_001481,low_light,severe,0.15,1.3816344841415107,bicycle,1,0,0,1,1
724,2009_001481,low_light,severe,0.15,1.3816344841415107,car,1,0,0,1,1
731,2009_001636,gaussian_noise,mild,10.0,21.17673869865721,horse,2,1,0,3,2
731,2009_001636,gaussian_noise,medium,25.0,13.506581694041815,horse,2,1,0,3,2
731,2009_001636,gaussian_noise,severe,50.0,8.077294576956934,horse,0,0,2,0,2
731,2009_001636,jpeg_compression,mild,50.0,24.81269273761231,horse,2,0,0,2,2
731,2009_001636,jpeg_compression,medium,20.0,22.27809870015283,horse,2,1,0,3,2
731,2009_001636,jpeg_compression,severe,5.0,17.199033445324055,horse,0,0,2,0,2
731,2009_001636,low_light,mild,0.6,7.895384863278271,horse,2,0,0,2,2
731,2009_001636,low_light,medium,0.35,3.6950673821997655,horse,2,0,0,2,2
731,2009_001636,low_light,severe,0.15,1.3758771291651257,horse,2,0,0,2,2
732,2009_001640,gaussian_noise,mild,10.0,21.983998907422144,bottle,0,0,1,0,1
732,2009_001640,gaussian_noise,medium,25.0,14.19207365049745,bottle,0,0,1,0,1
732,2009_001640,gaussian_noise,severe,50.0,8.589916219465483,bottle,0,0,1,0,1
732,2009_001640,jpeg_compression,mild,50.0,25.35275509775449,bottle,1,0,0,1,1
732,2009_001640,jpeg_compression,medium,20.0,22.50382962176444,bottle,1,0,0,1,1
732,2009_001640,jpeg_compression,severe,5.0,18.51744298669476,bottle,0,0,1,0,1
732,2009_001640,low_light,mild,0.6,7.897039216765962,bottle,1,0,0,1,1
732,2009_001640,low_light,medium,0.35,3.6965171513170247,bottle,0,0,1,0,1
732,2009_001640,low_light,severe,0.15,1.3771197317665582,bottle,0,0,1,0,1
761,2009_002083,gaussian_noise,mild,10.0,21.503371878492775,pottedplant,1,0,0,1,1
761,2009_002083,gaussian_noise,mild,10.0,21.503371878492775,sofa,1,1,0,2,1
761,2009_002083,gaussian_noise,medium,25.0,13.925099401621262,pottedplant,0,0,1,0,1
761,2009_002083,gaussian_noise,medium,25.0,13.925099401621262,sofa,1,2,0,3,1
761,2009_002083,gaussian_noise,severe,50.0,8.501140718423734,pottedplant,0,0,1,0,1
761,2009_002083,gaussian_noise,severe,50.0,8.501140718423734,sofa,0,0,1,0,1
761,2009_002083,jpeg_compression,mild,50.0,19.75265441525828,chair,0,1,0,1,0
761,2009_002083,jpeg_compression,mild,50.0,19.75265441525828,pottedplant,1,0,0,1,1
761,2009_002083,jpeg_compression,mild,50.0,19.75265441525828,sofa,0,1,1,1,1
761,2009_002083,jpeg_compression,mild,50.0,19.75265441525828,tvmonitor,0,1,0,1,0
761,2009_002083,jpeg_compression,medium,20.0,18.031565192737318,chair,0,1,0,1,0
761,2009_002083,jpeg_compression,medium,20.0,18.031565192737318,pottedplant,0,0,1,0,1
761,2009_002083,jpeg_compression,medium,20.0,18.031565192737318,sofa,0,0,1,0,1
761,2009_002083,jpeg_compression,severe,5.0,14.734057229639248,pottedplant,0,0,1,0,1
761,2009_002083,jpeg_compression,severe,5.0,14.734057229639248,sofa,0,0,1,0,1
761,2009_002083,low_light,mild,0.6,7.900047137661588,pottedplant,1,0,0,1,1
761,2009_002083,low_light,mild,0.6,7.900047137661588,sofa,1,1,0,2,1
761,2009_002083,low_light,medium,0.35,3.698522662585118,pottedplant,1,0,0,1,1
761,2009_002083,low_light,medium,0.35,3.698522662585118,sofa,1,1,0,2,1
761,2009_002083,low_light,severe,0.15,1.3784757590302765,chair,0,1,0,1,0
761,2009_002083,low_light,severe,0.15,1.3784757590302765,pottedplant,1,0,0,1,1
761,2009_002083,low_light,severe,0.15,1.3784757590302765,sofa,1,1,0,2,1
761,2009_002083,low_light,severe,0.15,1.3784757590302765,tvmonitor,0,1,0,1,0
800,2009_002763,gaussian_noise,mild,10.0,22.751915348747843,motorbike,1,0,0,1,1
800,2009_002763,gaussian_noise,medium,25.0,14.998584393552221,motorbike,1,0,0,1,1
800,2009_002763,gaussian_noise,severe,50.0,9.586345705964884,car,0,1,0,1,0
800,2009_002763,gaussian_noise,severe,50.0,9.586345705964884,motorbike,1,0,0,1,1
800,2009_002763,jpeg_compression,mild,50.0,24.475145286380435,motorbike,1,0,0,1,1
800,2009_002763,jpeg_compression,medium,20.0,21.516167666969096,motorbike,1,0,0,1,1
800,2009_002763,jpeg_compression,severe,5.0,16.658118213784697,motorbike,0,0,1,0,1
800,2009_002763,low_light,mild,0.6,7.903067640242981,motorbike,1,0,0,1,1
800,2009_002763,low_light,medium,0.35,3.701020220116364,motorbike,1,0,0,1,1
800,2009_002763,low_light,severe,0.15,1.380481379669329,motorbike,1,0,0,1,1
837,2009_003317,gaussian_noise,mild,10.0,20.412666956679036,chair,2,1,2,3,4
837,2009_003317,gaussian_noise,mild,10.0,20.412666956679036,diningtable,1,0,0,1,1
837,2009_003317,gaussian_noise,medium,25.0,12.721542187608655,chair,0,0,4,0,4
837,2009_003317,gaussian_noise,medium,25.0,12.721542187608655,diningtable,0,0,1,0,1
837,2009_003317,gaussian_noise,severe,50.0,7.365607684417032,chair,0,0,4,0,4
837,2009_003317,gaussian_noise,severe,50.0,7.365607684417032,diningtable,0,0,1,0,1
837,2009_003317,jpeg_compression,mild,50.0,25.91065347574912,chair,2,0,2,2,4
837,2009_003317,jpeg_compression,mild,50.0,25.91065347574912,diningtable,0,0,1,0,1
837,2009_003317,jpeg_compression,medium,20.0,23.669035023114343,chair,0,0,4,0,4
837,2009_003317,jpeg_compression,medium,20.0,23.669035023114343,diningtable,0,0,1,0,1
837,2009_003317,jpeg_compression,severe,5.0,18.004902897062422,chair,0,0,4,0,4
837,2009_003317,jpeg_compression,severe,5.0,18.004902897062422,diningtable,0,0,1,0,1
837,2009_003317,low_light,mild,0.6,7.888638738142254,chair,2,1,2,3,4
837,2009_003317,low_light,mild,0.6,7.888638738142254,diningtable,1,0,0,1,1
837,2009_003317,low_light,medium,0.35,3.6901197069044036,chair,2,1,2,3,4
837,2009_003317,low_light,medium,0.35,3.6901197069044036,diningtable,1,0,0,1,1
837,2009_003317,low_light,severe,0.15,1.3724656480160564,chair,3,1,1,4,4
837,2009_003317,low_light,severe,0.15,1.3724656480160564,diningtable,0,0,1,0,1
859,2009_003736,gaussian_noise,mild,10.0,23.467087281252837,person,1,0,0,1,1
859,2009_003736,gaussian_noise,medium,25.0,15.659716948830534,person,1,0,0,1,1
859,2009_003736,gaussian_noise,severe,50.0,10.064517136414128,person,1,0,0,1,1
859,2009_003736,jpeg_compression,mild,50.0,26.470414004849925,person,1,0,0,1,1
859,2009_003736,jpeg_compression,medium,20.0,23.721713709045844,person,1,0,0,1,1
